 AdditionalInfo,Address,City,CountryId,Email,Id,Latitude,Longitude,Phone,Phone2,Phone3,Point,StateProvinceId,StoreId,StoreLocatorName,ZipCode,TradingMonFri,TradingSat,TradingSunPub
NULL,Shop 21 Bochum Plaza Ext 3 Site No 364367&370 Bochum District ,Bochum,73,NULL,0263,-23.28654,29.138141,015 007 9220,,,Bochum,80,Lewis Stores,Bochum,0790,07:30 - 17:30,08:00 - 15:00,CLOSED
NULL,Shop 14 Lepelle Crossings Erf 1BA Lebowakgomo,Lebowakgomo,73,NULL,0264,-24.314064,29.477232,015 007 9499,,,Lebowakgomo,80,Lewis Stores,Lebowakgomo,0902,08:00 - 18:00,08:00 - 15:00,CLOSED
NULL,Shop 31 Twin City Shop Cn Mankweng Turfloop Ext 1 Limpopo ,Mankweng,73,NULL,0265,-23.890459,29.70072,015 007 8222,,,Mankweng,81,Lewis Stores,Mankweng,0902,08:00 - 18:00,08:00 - 15:00,CLOSED
NULL,Shop 40 Moratiwa Crossing Situated on R579 Road Monsterlus,Monsterlus,73,NULL,0266,-25.008264,29.74534,013 007 9127,,,Monsterlus,80,Lewis Stores,Monsterlus,1057,08:00 - 18:00,08:00 - 15:00,CLOSED
NULL,"Shop 1, Yetu Centre Ongango Road Oshakati Namibia",Oshakati,182,NULL,0267,-17.78927,15.70588,00264 6522 4466,00264 6522 4449,00264 6522 4447,Oshakati,False,Lewis Stores,Oshakati,9000,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Shop 7 Elukwatini Crossing Main Street Elukwathi,Elukwatini,73,NULL,0268,-26.039312,30.792403,017 054 0240,,,Elukwatini,81,Lewis Stores,Elukwatini,1192,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,"Shop F04 Thabong Shopping Centre Erf 71165, Unit 10 ext 1 Sebokeng",Sebokeng,73,NULL,0269,-26.596443,27.848414,016 514 0133,,,Sebokeng,78,Lewis Stores,Sebokeng,1983,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,3  5 Gladstone Street East London  ,East London,73,NULL,0270,-33.01626,27.90315,043 054 0077,,,East London,76,Lewis Stores,East London,5201,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,47 Beaufort Street Grahamstown  ,Grahamstown,73,NULL,0271,-33.31139,26.53205,046 514 0102,,,Grahamstown,76,Lewis Stores,Grahamstown,6139,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,91 Main Street Kokstad  ,Kokstad,73,NULL,0272,-30.5487,29.424963,039 200 9107,,,Kokstad,79,Lewis Stores,Kokstad,4700,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,63 Robinson Road South Queenstown  ,Queenstown,73,NULL,0274,-31.897613,26.869295,045 514 0026,,,Queenstown,76,Lewis Stores,Queenstown,5319,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Shop 2  CNA Building 61 Cathcart Street Kingwilliamstown ,Kingwilliamstown,73,NULL,0277,-32.87788,27.38957,043 054 0428,,,Kingwilliamstown,76,Lewis Stores,Kingwilliamstown,5601,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Garden Street Alice  ,Alice,73,NULL,0278,-32.78714,26.837014,087 109 2039,,,Alice,76,Lewis Stores,Alice,5700,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,93 St John's Street Oudtshoorn  ,Oudtshoorn,73,NULL,0281,-33.59109668,22.20574224,043 054 0425,,,Oudtshoorn,84,Lewis Stores,Oudtshoorn,6620,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,44 Grey Street Aliwal North  ,Aliwal North,73,NULL,0282,-30.690339,26.708076,051 054 5260,,,Aliwal North,76,Lewis Stores,Aliwal North,9750,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Cnr  Station & Main Stre De Aar  ,De Aar,73,NULL,0283,-30.650758,24.012197,053 108 5052,,,De Aar,82,Lewis Stores,De Aar,7000,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Voortrekker Street Alexandria  ,Alexandria,73,NULL,0285,-33.65361,26.40822,046 514 0104,,,Alexandria,76,Lewis Stores,Alexandria,6185,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Main Road Whittlesea  ,Whittlesea,73,NULL,0287,-32.18026,26.825249,040 054 0100,,,Whittlesea,76,Lewis Stores,Whittlesea,5360,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,99 Commercial Road Sidwell Port Elizabeth ,Port Elizabeth,73,NULL,0288,-33.919537,25.590136,041 054 5495,,,Port Elizabeth,76,Lewis Stores,Port Elizabeth,6001,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Shop E8B10 Uitenhage Mal Market Street Uitenhage ,Uitenhage,73,NULL,0290,-33.77008278,25.39972351,041 054 5372,087 109 1357,,Uitenhage,76,Lewis Stores,Uitenhage,6229,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,1 Voortrekker Street Indwe  ,Indwe,73,NULL,0293,-31.470447,27.341457,045 514 0023,,,Indwe,76,Lewis Stores,Indwe,5445,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,26b Main Street Kirkwood  ,Kirkwood,73,NULL,0296,-33.40057,25.44343,043 054 0427,,,Kirkwood,76,Lewis Stores,Kirkwood,6120,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,23 Victoria Street Willowmore  ,Willowmore,73,NULL,0298,-33.294681,23.487179,087 109 1791,,,Willowmore,76,Lewis Stores,Willowmore,6445,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Shop 1 Taxi Rank Development Cofimvaba ,Cofimvaba,73,NULL,0299,-32.0001496,27.57956632,047 108 5012,,,Cofimvaba,76,Lewis Stores,Cofimvaba,5380,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,83a Brand Street Frankfort  ,Frankfort,73,NULL,0300,-27.27387732,28.49445863,058 109 0136,,,Frankfort,77,Lewis Stores,Frankfort,9830,07:30 - 17:00,07:30 - 13:00,CLOSED
NULL,46 Market Street Piet Retief  ,Piet Retief,73,NULL,0301,-27.005657,30.801378,017 054 0237,,,Piet Retief,81,Lewis Stores,Piet Retief,2380,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,184 Kerk Street Potchefstroom  ,Potchefstroom,73,NULL,0302,-26.713078,27.0973,018 108 5067,,,Potchefstroom,83,Lewis Stores,Potchefstroom,2520,07:30 - 17:00,07:30 - 13:00,CLOSED
NULL,35a President Steyn Str Wesselsbron  ,Wesselsbron,73,NULL,0303,-27.85444779,26.36349548,057 109 0106,,,Wesselsbron,77,Lewis Stores,Wesselsbron,9680,07:30 - 17:00,07:30 - 13:00,CLOSED
NULL,22 Oranje Street Kroonstad  ,Kroonstad,73,NULL,0305,-27.66362113,27.23525443,056 108 5017,,,Kroonstad,77,Lewis Stores,Kroonstad,9500,07:30 - 17:00,07:30 - 13:00,CLOSED
NULL,cnr Waterkant & Wessels Odendaalsrus  ,Odendaalsrus,73,NULL,0306,-27.87522233,26.68478392,057 109 0105,,,Odendaalsrus,77,Lewis Stores,Odendaalsrus,9480,07:30 - 17:00,07:30 - 13:00,CLOSED
NULL,53a Scholtz Street Lichtenburg  ,Lichtenburg,73,NULL,0307,-26.14882527,26.15790857,018 108 5048,,,Lichtenburg,83,Lewis Stores,Lichtenburg,2740,07:30 - 17:00,07:30 - 13:00,CLOSED
NULL,47 du Toitspan Road Kimberley  ,Kimberley,73,NULL,0308,-28.740029,24.764718,053 108 5005,,,Kimberley,82,Lewis Stores,Kimberley,8301,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,"Shop 1, King Centre Cnr Phakamile Mabija rd York Street Kimberley",Kimberley,73,NULL,0309,-28.74218215,24.76380129,053 108 5002,,,Kimberley,82,Lewis Stores,Kimberley,8301,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,40 Scott Street Upington  ,Upington,73,NULL,0311,-28.457975,21.246111,054 109 9025,,,Upington,82,Lewis Stores,Upington,8800,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Bevisa Building 43a Mooi Street Welkom ,Welkom,73,NULL,0312,-27.98291,26.73874,057 109 0104,,,Welkom,77,Lewis Stores,Welkom,9459,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,87 Market Street Vryburg  ,Vryburg,73,NULL,0313,-26.95830405,24.72800195,053 108 5033,,,Vryburg,83,Lewis Stores,Vryburg,8600,07:30 - 17:00,07:30 - 13:00,CLOSED
NULL,66 Milton Street Orkney  ,Orkney,73,NULL,0314,-26.979453,26.671828,018 108 5056,,,Orkney,83,Lewis Stores,Orkney,2620,07:30 - 17:00,07:30 - 13:00,CLOSED
NULL,11 Government Avenue Virginia  ,Virginia,73,NULL,0315,-28.104891,26.866004,057 109 0110,,,Virginia,77,Lewis Stores,Virginia,9431,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,18 Voortrekker Street Ladybrand  ,Ladybrand,73,NULL,0316,-29.19817423,27.45711526,051 054 5271,,,Ladybrand,77,Lewis Stores,Ladybrand,9745,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,32 Beare Street Kuruman  ,Kuruman,73,NULL,0317,-27.463157,23.432411,053 108 5053,,,Kuruman,82,Lewis Stores,Kuruman,8460,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,"Shop B, OK Building Hartbeesfontein Road Stilfontein ",Stilfontein,73,NULL,0318,-26.842088,26.774805,018 108 5068,,,Stilfontein,83,Lewis Stores,Stilfontein,2551,07:30 - 17:00,07:30 - 13:00,CLOSED
NULL,26 Fontein Street Bothaville  ,Bothaville,73,NULL,0320,-27.3945059,26.61641547,056 108 5015,,,Bothaville,77,Lewis Stores,Bothaville,9660,07:30 - 17:00,07:30 - 13:00,CLOSED
NULL,48 de Beer Street Wepener  ,Wepener,73,NULL,0321,-29.72929213,27.03893598,051 054 5274,,,Wepener,77,Lewis Stores,Wepener,9944,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,36 Schweizer Street Schweizer Reneke  ,Schweizer Reneke,73,NULL,0322,-27.19118043,25.32813198,053 108 5057,,,Schweizer Reneke,83,Lewis Stores,Schweizer Reneke,2780,07:30 - 17:00,07:30 - 13:00,CLOSED
NULL,4 Pretorius Street Christiana  ,Christiana,73,NULL,0323,-27.90960991,25.17252278,053 108 5044,,,Christiana,83,Lewis Stores,Christiana,2680,07:30 - 17:00,07:30 - 13:00,CLOSED
NULL,cnr  Swart & Winter Sts Bultfontein  ,Bultfontein,73,NULL,0324,-28.28984145,26.15236468,051 054 5275,,,Bultfontein,77,Lewis Stores,Bultfontein,9670,07:30 - 17:00,07:30 - 13:00,CLOSED
NULL,11C Broadbent Street Wolmaransstad  ,Wolmaransstad,73,NULL,0325,-27.201864,25.983847,018 108 5039,,,Wolmaransstad,83,Lewis Stores,Wolmaransstad,2630,07:30 - 17:00,07:30 - 13:00,CLOSED
NULL,77 Oliver Thambo Street Klerksdorp  ,Klerksdorp,73,NULL,0326,-26.870518,26.665114,018 108 5038,,,Klerksdorp,83,Lewis Stores,Klerksdorp,2571,07:30 - 17:00,07:30 - 13:00,CLOSED
NULL,15 Maitland Street Bloemfontein  ,Bloemfontein,73,NULL,0327,-29.11842,26.22382,051 054 5256,,,Bloemfontein,77,Lewis Stores,Bloemfontein,9301,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Shop 2 Boxer Shop Cnt cnr Stateway & Bok Str Welkom ,Welkom,73,NULL,0328,-27.982305,26.740719,051 054 5233,,,Welkom,77,Lewis Stores,Welkom,9459,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,20b Brand Street Winburg  ,Winburg,73,NULL,0329,-28.519699,27.012348,051 054 5257,,,Winburg,77,Lewis Stores,Winburg,9420,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,63 Uys Street Warrenton  ,Warrenton,73,NULL,0330,-28.11146086,24.84827229,053 108 5064,,,Warrenton,82,Lewis Stores,Warrenton,8530,07:30 - 17:00,07:30 - 13:00,CLOSED
NULL,Piet Retief Street Ficksburg  ,Ficksburg,73,NULL,0331,-28.870064,27.876693,051 054 5276,,,Ficksburg,77,Lewis Stores,Ficksburg,9730,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,22 Piet Retief Street Viljoenskroon  ,Viljoenskroon,73,NULL,0332,-27.21085698,26.94656473,056 108 5014,,,Viljoenskroon,77,Lewis Stores,Viljoenskroon,9520,07:30 - 17:00,07:30 - 13:00,CLOSED
NULL,37 Maitland Street Bloemfontein  ,Bloemfontein,73,NULL,0334,-29.117526,26.220108,051 054 5255,,,Bloemfontein,77,Lewis Stores,Bloemfontein,9301,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Shop 1  Civic Centre 27 Bok Street Welkom ,Welkom Civic Centre,73,NULL,0336,-27.98440988,26.73536671,056 108 5001,,,Welkom Civic Centre,77,Lewis Stores,Welkom Civic Centre,9459,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,610 Jones Street Kimberley  ,Kimberley,73,NULL,0337,-28.73910651,24.76336534,053 108 5058,,,Kimberley,82,Lewis Stores,Kimberley,8301,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Arnot Street Douglas  ,Douglas,73,NULL,0338,-29.05441,23.77595,053 108 5035,,,Douglas,82,Lewis Stores,Douglas,8730,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Cnr Jan Smarts & Basson Hartswater  ,Hartswater,73,NULL,0339,-27.75456167,24.80802274,053 108 5059,,,Hartswater,82,Lewis Stores,Hartswater,8570,07:30 - 17:00,07:30 - 13:00,CLOSED
NULL,9 Stella Street Jan Kempdorp  ,Jan Kempdorp,73,NULL,0340,-27.92032894,24.8366887,053 108 5006,,,Jan Kempdorp,82,Lewis Stores,Jan Kempdorp,8550,07:30 - 17:00,07:30 - 13:00,CLOSED
NULL,35 Groot Trek Street Koffiefontein  ,Koffiefontein,73,NULL,0341,-29.408496,25.003641,053 108 5045,,,Koffiefontein,77,Lewis Stores,Koffiefontein,9986,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,20 Kerk Street Koppies  ,Koppies,73,NULL,0342,-27.24086928,27.5736207,056 108 5020,,,Koppies,77,Lewis Stores,Koppies,9540,07:30 - 17:00,07:30 - 13:00,CLOSED
NULL,12 High Street Postmasburg  ,Postmasburg,73,NULL,0343,-28.33239,23.06397,053 108 5032,,,Postmasburg,82,Lewis Stores,Postmasburg,8420,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Plot 6  Mmaraka Road Gaborone Botswana ,Gaborone,101,NULL,0344,-24.661846,25.906552,00267 395 6611,00267 318 1493,00267 317 0974,Gaborone,False,Lewis Stores,Gaborone,9999,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Shop 15 Kathu Shopping Centre Ben Albert Road Kathu,Kathu,73,NULL,0345,-27.69794466,23.0451545,053 108 5048,,,Kathu,82,Lewis Stores,Kathu,8446,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Livingstone Street Kuruman  ,Kuruman,73,NULL,0346,-27.458244,23.434572,053 108 5050,,,Kuruman,82,Lewis Stores,Kuruman,8460,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,1 Steyn Street Hennenman  ,Hennenman,73,NULL,0347,-27.97455078,27.02695632,056 108 5008,,,Hennenman,77,Lewis Stores,Hennenman,9445,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,van Heerden Street Theunissen  ,Theunissen,73,NULL,0348,-28.399839,26.713002,056 108 5002,,,Theunissen,77,Lewis Stores,Theunissen,9410,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,47 General Delaray Street Delarayville  ,Delareyville,73,NULL,0349,-26.68910849,25.45727302,053 108 5034,,,Delareyville,83,Lewis Stores,Delareyville,2770,07:30 - 17:00,07:30 - 13:00,CLOSED
NULL,11 van der Watt Street Marquard  ,Marquard,73,NULL,0351,-28.664726,27.427281,051 054 5277,,,Marquard,77,Lewis Stores,Marquard,9610,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,13 Mathee Street Zastron  ,Zastron,73,NULL,0352,-30.30065639,27.08673449,051 054 5278,,,Zastron,77,Lewis Stores,Zastron,9950,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,32 Rienzi Street Clocolan  ,Clocolan,73,NULL,0353,-28.913722,27.56834,051 054 5251,,,Clocolan,77,Lewis Stores,Clocolan,9735,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,67 Voortrekker Street Brandfort  ,Brandfort,73,NULL,0354,-28.701768,26.463057,051 054 5273,,,Brandfort,77,Lewis Stores,Brandfort,9400,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Main Road Barkly West  ,Barkly West,73,NULL,0355,-28.53759,24.5178,053 108 5031,,,Barkly West,82,Lewis Stores,Barkly West,8375,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Prins Street Bloemhof  ,Bloemhof,73,NULL,0356,-27.65242285,25.60328761,,053 108 5056,,Bloemhof,83,Lewis Stores,Bloemhof,2660,07:30 - 17:00,07:30 - 13:00,CLOSED
NULL,Erf 162 Cnr Wessels & Kamp Street Hoopstad ,Hoopstad,73,NULL,0357,-27.83453378,25.90557768,053 108 5036,,,Hoopstad,77,Lewis Stores,Hoopstad,9479,07:30 - 17:00,07:30 - 13:00,CLOSED
NULL,105 Brand Street Jagersfontein  ,Jagersfontein,73,NULL,0358,-29.761294,25.424895,051 054 5237,,,Jagersfontein,77,Lewis Stores,Jagersfontein,9974,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Cilliers Street Lindley  ,Lindley,73,NULL,0359,-27.87956605,27.92004795,058 109 0138,,,Lindley,77,Lewis Stores,Lindley,9630,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Andries Pretorius Street Jacobsdal  ,Jacobsdal,73,NULL,0360,-29.12708,24.77467,053 108 5063,,,Jacobsdal,77,Lewis Stores,Jacobsdal,8750,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Restant Erf 91 Kerk Street Hopetown ,Hopetown,73,NULL,0362,-29.62163,24.08393,053 108 5040,,,Hopetown,82,Lewis Stores,Hopetown,8750,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Carmichael Street Ventersdorp  ,Ventersdorp,73,NULL,0364,-26.319737,26.822712,018 108 5064,,,Ventersdorp,83,Lewis Stores,Ventersdorp,2710,07:30 - 17:00,07:30 - 13:00,CLOSED
NULL,Aletha Street Swartruggens  ,Swartruggens,73,NULL,0365,-25.64978941,26.68732257,014 007 9433,,,Swartruggens,83,Lewis Stores,Swartruggens,2835,07:30 - 17:00,07:30 - 13:00,CLOSED
NULL,"Shop 10, on Plot 6568 Tshekedi Road Selebi Phikwe Botswana",Selebi Phikwe,101,NULL,0366,-21.9764414913588,27.8373456196238,00267 261 5688,00267 261 5686,00267 261 5690,Selebi Phikwe,False,Lewis Stores,Selebi Phikwe,9999,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,32a Voortrekker Road Ottosdal  ,Ottosdal,73,NULL,0369,-26.81175,26.002557,018 108 5047,,,Ottosdal,83,Lewis Stores,Ottosdal,2610,07:30 - 17:00,07:30 - 13:00,CLOSED
NULL,24 Reitz Street Kroonstad  ,Kroonstad,73,NULL,0370,-27.66158237,27.23490843,056 108 5013,,,Kroonstad,77,Lewis Stores,Kroonstad,9499,07:30 - 17:00,07:30 - 13:00,CLOSED
NULL,"Erf 350  Main Street Shop 1b, Atlas Centre Tbaba 'Nchu ",Thaba Nchu,73,NULL,0377,-29.21558,26.8395,051 054 5229,,,Thaba Nchu,77,Lewis Stores,Thaba Nchu,9780,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,41 Voortrekker Street Trompsburg  ,Trompsburg,73,NULL,0379,-30.0329,25.780965,051 054 5268,,,Trompsburg,77,Lewis Stores,Trompsburg,9913,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Sir Seretse Khama Road Maputsoe Lesotho ,Maputsoe,155,NULL,0380,-28.88710424,27.90052836,00266 2243 0318,00266 2243 0407,00266 2243 0199,Maputsoe,False,Lewis Stores,Maputsoe,0350,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,9 Church Street Zeerust  ,Zeerust,73,NULL,0381,-25.54601645,26.07637026,018 108 5031,,,Zeerust,83,Lewis Stores,Zeerust,2865,07:30 - 17:00,07:30 - 13:00,CLOSED
NULL,Mofolo Street Teyateyaneng Lesotho ,Teyateyaneng,155,NULL,0383,-29.150768,27.744225,00266 2250 0259,00266 2250 0785,,Teyateyaneng,False,Lewis Stores,Teyateyaneng,0200,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Seanammarena Building Main Street Hlotse Leribe Lesotho,Leribe,155,NULL,0384,-28.871641,28.042782,00266 2240 0330,00266 2240 0361,00266 2240 1409,Leribe,False,Lewis Stores,Leribe,0300,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,1315 Transvaal Road Kimberley  ,Kimberley,73,NULL,0386,-28.73797444,24.76327455,053 108 5047,,,Kimberley,82,Lewis Stores,Kimberley,8301,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Shop 27a Taung Shopping Centre Taung ,Taung,73,NULL,0389,-27.55973313,24.74669574,053 108 5055,,,Taung,83,Lewis Stores,Taung,8580,07:30 - 17:00,07:30 - 13:00,CLOSED
NULL,Main Street Butha Buthe Lesotho ,Butha Buthe,155,NULL,0390,-28.764217,28.24941,00266 2246 0487,00266 2246 0646,,Butha Buthe,False,Lewis Stores,Butha Buthe,0400,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Voortrekker Street Ventersburg  ,Ventersburg,73,NULL,0392,-28.085139,27.13525,057 109 0107,,,Ventersburg,77,Lewis Stores,Ventersburg,9450,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,2 Postal Service Complex Kingsway Maseru Lesotho,Maseru,155,NULL,0393,-29.314086,27.482131,00266 2232 4642,00266 2232 2228,00266 2231 3816,Maseru,False,Lewis Stores,Maseru,0105,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,"Shop 7, Lethlakane Shp Cn Lethlakane Botswana ",Letlhakhane,101,NULL,0394,-21.411612,25.578977,00267 297 6568,00267 297 6569,00267 297 6275,Letlhakhane,False,Lewis Stores,Letlhakhane,9999,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,33 Joubert Street Bethulie  ,Bethulie,73,NULL,0395,-30.495467,25.975146,051 054 5253,,,Bethulie,77,Lewis Stores,Bethulie,9992,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,30 Ossewa Street ERF 189 & 190 Petrusburg ,Petrusburg,73,NULL,0396,-29.114662,25.417084,053 108 5037,,,Petrusburg,77,Lewis Stores,Petrusburg,9932,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,12th Eleventh Avenue Kakamas  ,Kakamas,73,NULL,0397,-28.776467,20.621728,054 109 9030,,,Kakamas,82,Lewis Stores,Kakamas,8870,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Erf 711712 Tsheko Road Maun Botswana,Maun,101,NULL,0398,-19.987978,23.425466,00267 686 5507,00267 686 5505,00267 686 2972,Maun,False,Lewis Stores,Maun,9999,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Secunda Shopping Centre Extension 2 Secunda ,Secunda,73,NULL,0401,-26.504195,29.182519,017 054 0249,,,Secunda,81,Lewis Stores,Secunda,2302,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,"Shop 45, Sechaba Mall Muller Street Bethlehem ",Bethlehem,73,NULL,0402,-28.231096,28.317433,058 109 0133,,,Bethlehem,77,Lewis Stores,Bethlehem,9701,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,31a Warden Street Harrismith  ,Harrismith,73,NULL,0403,-28.269127,29.123676,058 109 0130,,,Harrismith,77,Lewis Stores,Harrismith,9880,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,43 Victoria Road Dundee  ,Dundee,73,NULL,0404,-28.163181,30.236878,034 108 6019,,,Dundee,79,Lewis Stores,Dundee,3000,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,21 Kerk Street Standerton  ,Standerton,73,NULL,0405,-26.952407,29.244261,017 054 0254,,,Standerton,81,Lewis Stores,Standerton,2429,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,80 Joubert Street Ermelo  ,Ermelo,73,NULL,0406,-26.5212871,29.98706983,017 054 0233,,,Ermelo,81,Lewis Stores,Ermelo,2350,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,51 Nelson Mandela Drive Volksrust  ,Volksrust,73,NULL,0407,-27.368382,29.886017,017 054 0232,,,Volksrust,81,Lewis Stores,Volksrust,2470,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,69 Scott Street Newcastle  ,Newcastle,73,NULL,0408,-27.75823,29.931291,034 108 6015,,,Newcastle,79,Lewis Stores,Newcastle,2940,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Shop 2  Osborne Street Eshowe  ,Eshowe,73,NULL,0409,-28.893079,31.468249,035 514 0143,,,Eshowe,79,Lewis Stores,Eshowe,3815,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,SHOP NO 3 126 KING SHAKA STREET STANGER ,Stanger,73,NULL,0411,-29.338441,31.289442,032 108 5002,,,Stanger,79,Lewis Stores,Stanger,4449,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,129 Pine Street Greytown  ,Greytown,73,NULL,0412,-29.0601118,30.59158356,033 108 5006,,,Greytown,79,Lewis Stores,Greytown,3250,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,12 Market Street Middelburg  ,Middelburg  Tvl,73,NULL,0414,-25.76593636,29.45669876,013 007 9239,,,Middelburg  Tvl,81,Lewis Stores,Middelburg  Tvl,1050,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,16 Zuider Street Senekal  ,Senekal,73,NULL,0415,-28.323283,27.622485,058 109 0132,,,Senekal,77,Lewis Stores,Senekal,9600,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,140 High Street Vryheid  ,Vryheid,73,NULL,0416,-27.766954,30.793048,034 108 6027,,,Vryheid,79,Lewis Stores,Vryheid,3100,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,491 West Street Durban  ,Durban,73,NULL,0417,-29.85968301,31.01678818,031 054 7685,,,Durban,79,Lewis Stores,Durban,4001,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,53 Harding Street Estcourt  ,Estcourt,73,NULL,0418,-29.009057,29.872818,036 514 0108,,,Estcourt,79,Lewis Stores,Estcourt,3310,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,110 Russell Street Durban  ,Durban,73,NULL,0419,-29.86042569,31.01575946,031 054 6377,,,Durban,79,Lewis Stores,Durban,4008,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,22B HIGH STREET Bethlehem  ,Bethlehem,73,NULL,0421,-28.231864,28.307262,056 108 5005,,,Bethlehem,77,Lewis Stores,Bethlehem,9701,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,49 Kerk Street Heilbron  ,Heilbron,73,NULL,0422,-27.28389675,27.96940964,058 109 0100,,,Heilbron,77,Lewis Stores,Heilbron,9650,07:30 - 17:00,07:30 - 13:00,CLOSED
NULL,"SHOP 1, LOT 2421 43 HILL STREET Pinetown ",Pinetown,73,NULL,0423,-29.81662065,30.86039091,031 054 9629,,,Pinetown,79,Lewis Stores,Pinetown,3610,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Shop no1 16 Commercial Street Empangeni ,Empangeni,73,NULL,0424,-28.74298616,31.88915526,035 514 0163,,,Empangeni,79,Lewis Stores,Empangeni,3880,08:00 - 17:00,08:00 - 13:00,CLOSED
